Entity,Code,Year,Wind Generation -TWh
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0.051989999999999995
Colombia,COL,2005,0.04948
Colombia,COL,2006,0.0629813927899997
Colombia,COL,2007,0.0498909749199997
Colombia,COL,2008,0.0539181667099997
Colombia,COL,2009,0.0577078140299997
Colombia,COL,2010,0.0385699199099997
Colombia,COL,2011,0.0412719445799997
Colombia,COL,2012,0.0548547113299997
Colombia,COL,2013,0.0576248025999997
Colombia,COL,2014,0.07023029788
Colombia,COL,2015,0.06837744831
Colombia,COL,2016,0.05088734136
Colombia,COL,2017,0.00307141922
Colombia,COL,2018,0.05543717592999999
Colombia,COL,2019,0.05953683606000001
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0.002
Croatia,HRV,2005,0.01
Croatia,HRV,2006,0.019
Croatia,HRV,2007,0.035
Croatia,HRV,2008,0.04
Croatia,HRV,2009,0.054000000000000006
Croatia,HRV,2010,0.139
Croatia,HRV,2011,0.201
Croatia,HRV,2012,0.32899999999999996
Croatia,HRV,2013,0.517
Croatia,HRV,2014,0.73
Croatia,HRV,2015,0.7959999999999999
Croatia,HRV,2016,1.014
Croatia,HRV,2017,1.204
Croatia,HRV,2018,1.3354
Croatia,HRV,2019,1.4396502701208
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.00035499999999999996
Cyprus,CYP,2005,0.00035499999999999996
Cyprus,CYP,2006,0.00035499999999999996
Cyprus,CYP,2007,0.000356
Cyprus,CYP,2008,0.000356
Cyprus,CYP,2009,0.000356
Cyprus,CYP,2010,0.031
Cyprus,CYP,2011,0.114
Cyprus,CYP,2012,0.185
Cyprus,CYP,2013,0.231
Cyprus,CYP,2014,0.1839
Cyprus,CYP,2015,0.22185700000000003
Cyprus,CYP,2016,0.226701
Cyprus,CYP,2017,0.21145
Cyprus,CYP,2018,0.22061
Cyprus,CYP,2019,0.23813600000000001
Czech Republic,CZE,1965,0
Czech Republic,CZE,1966,0
Czech Republic,CZE,1967,0
Czech Republic,CZE,1968,0
Czech Republic,CZE,1969,0
Czech Republic,CZE,1970,0
Czech Republic,CZE,1971,0
Czech Republic,CZE,1972,0
Czech Republic,CZE,1973,0
Czech Republic,CZE,1974,0
Czech Republic,CZE,1975,0
Czech Republic,CZE,1976,0
Czech Republic,CZE,1977,0
Czech Republic,CZE,1978,0
Czech Republic,CZE,1979,0
Czech Republic,CZE,1980,0
Czech Republic,CZE,1981,0
Czech Republic,CZE,1982,0
Czech Republic,CZE,1983,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1985,0
Czech Republic,CZE,1986,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1988,0
Czech Republic,CZE,1989,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1991,0
Czech Republic,CZE,1992,0
Czech Republic,CZE,1993,0
Czech Republic,CZE,1994,0
Czech Republic,CZE,1995,0
Czech Republic,CZE,1996,0
Czech Republic,CZE,1997,0
Czech Republic,CZE,1998,0
Czech Republic,CZE,1999,0
Czech Republic,CZE,2000,0
Czech Republic,CZE,2001,0.0002
Czech Republic,CZE,2002,0.0016
Czech Republic,CZE,2003,0.0039
Czech Republic,CZE,2004,0.0099
Czech Republic,CZE,2005,0.02128
Czech Republic,CZE,2006,0.049375
Czech Republic,CZE,2007,0.12509800000000001
Czech Republic,CZE,2008,0.24466100000000002
Czech Republic,CZE,2009,0.288067
Czech Republic,CZE,2010,0.335493
Czech Republic,CZE,2011,0.3968
Czech Republic,CZE,2012,0.4173
Czech Republic,CZE,2013,0.4783
Czech Republic,CZE,2014,0.4765
Czech Republic,CZE,2015,0.5726
Czech Republic,CZE,2016,0.49700000000000005
Czech Republic,CZE,2017,0.5910380000000001
Czech Republic,CZE,2018,0.60933
Czech Republic,CZE,2019,0.7
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0.003
Denmark,DNK,1979,0.006
Denmark,DNK,1980,0.0105
Denmark,DNK,1981,0.0105
Denmark,DNK,1982,0.0185
Denmark,DNK,1983,0.0271
Denmark,DNK,1984,0.0332
Denmark,DNK,1985,0.0514
Denmark,DNK,1986,0.1256
Denmark,DNK,1987,0.1738
Denmark,DNK,1988,0.2917
Denmark,DNK,1989,0.4284
Denmark,DNK,1990,0.6103
Denmark,DNK,1991,0.7401
Denmark,DNK,1992,0.9154
Denmark,DNK,1993,1.0342
Denmark,DNK,1994,1.137
Denmark,DNK,1995,1.1773
Denmark,DNK,1996,1.2269
Denmark,DNK,1997,1.9342
Denmark,DNK,1998,2.8199
Denmark,DNK,1999,3.029
Denmark,DNK,2000,4.2412
Denmark,DNK,2001,4.30601944444444
Denmark,DNK,2002,4.87693888888889
Denmark,DNK,2003,5.5607833333333305
Denmark,DNK,2004,6.58311111111111
Denmark,DNK,2005,6.614
Denmark,DNK,2006,6.10795833333333
Denmark,DNK,2007,7.1712
Denmark,DNK,2008,6.9278
Denmark,DNK,2009,6.7205
Denmark,DNK,2010,7.80942222222222
Denmark,DNK,2011,9.77418333333333
Denmark,DNK,2012,10.2699388888889
Denmark,DNK,2013,11.123275
Denmark,DNK,2014,13.0785027777778
Denmark,DNK,2015,14.133091666666699
Denmark,DNK,2016,12.7817305555556
Denmark,DNK,2017,14.78
Denmark,DNK,2018,13.898803276629998
Denmark,DNK,2019,16.149830795138303
Eastern Africa,,1965,0
Eastern Africa,,1966,0
Eastern Africa,,1967,0
Eastern Africa,,1968,0
Eastern Africa,,1969,0
Eastern Africa,,1970,0
Eastern Africa,,1971,0
Eastern Africa,,1972,0
Eastern Africa,,1973,0
Eastern Africa,,1974,0
Eastern Africa,,1975,0
Eastern Africa,,1976,0
Eastern Africa,,1977,0
Eastern Africa,,1978,0
Eastern Africa,,1979,0
Eastern Africa,,1980,0
Eastern Africa,,1981,0
Eastern Africa,,1982,0
Eastern Africa,,1983,0
Eastern Africa,,1984,0
Eastern Africa,,1985,0
Eastern Africa,,1986,0
Eastern Africa,,1987,0
Eastern Africa,,1988,0
Eastern Africa,,1989,0
Eastern Africa,,1990,0
Eastern Africa,,1991,0
Eastern Africa,,1992,0
Eastern Africa,,1993,0
Eastern Africa,,1994,0
Eastern Africa,,1995,0
Eastern Africa,,1996,0
Eastern Africa,,1997,0
Eastern Africa,,1998,0
Eastern Africa,,1999,0
Eastern Africa,,2000,0.0001
Eastern Africa,,2001,0
Eastern Africa,,2002,0.0003
Eastern Africa,,2003,0.0004
Eastern Africa,,2004,0.0009
Eastern Africa,,2005,0.0013
Eastern Africa,,2006,0.0048
Eastern Africa,,2007,0.0110000000029802
Eastern Africa,,2008,0.016069999999999997
Eastern Africa,,2009,0.0267
Eastern Africa,,2010,0.03821
Eastern Africa,,2011,0.03413
Eastern Africa,,2012,0.15397820009155302
Eastern Africa,,2013,0.314711100091553
Eastern Africa,,2014,0.44130350009155295
Eastern Africa,,2015,0.7777217001373291
Eastern Africa,,2016,0.8899006001373291
Eastern Africa,,2017,0.7920949597899909
Eastern Africa,,2018,0.8633725024565029
Eastern Africa,,2019,2.37065942672727
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.000962135
Ecuador,ECU,2008,0.0026824609999999997
Ecuador,ECU,2009,0.003204416666
Ecuador,ECU,2010,0.00343485
Ecuador,ECU,2011,0.00334467
Ecuador,ECU,2012,0.0023983679999999997
Ecuador,ECU,2013,0.056702974648000004
Ecuador,ECU,2014,0.079742466538
Ecuador,ECU,2015,0.09880631692099999
Ecuador,ECU,2016,0.083958750247
Ecuador,ECU,2017,0.0734
Ecuador,ECU,2018,0.080257771291
Ecuador,ECU,2019,0.0855269372500001
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.012
Egypt,EGY,2000,0.0805
Egypt,EGY,2001,0.179
Egypt,EGY,2002,0.2125
Egypt,EGY,2003,0.28600000000000003
Egypt,EGY,2004,0.5040505050505051
Egypt,EGY,2005,0.5101111111111111
Egypt,EGY,2006,0.605060606060606
Egypt,EGY,2007,0.662436363636364
Egypt,EGY,2008,0.929813131313131
Egypt,EGY,2009,1.03719393939394
Egypt,EGY,2010,1.4091434343434297
Egypt,EGY,2011,1.64579393939394
Egypt,EGY,2012,1.78230404040404
Egypt,EGY,2013,1.5429202020202
Egypt,EGY,2014,1.12617676767677
Egypt,EGY,2015,1.87114545454545
Egypt,EGY,2016,2.5258030303030297
Egypt,EGY,2017,2.11017121212121
Egypt,EGY,2018,2.02991635562252
Egypt,EGY,2019,2.79167366435341
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.0014
Estonia,EST,2003,0.0061
Estonia,EST,2004,0.0076
Estonia,EST,2005,0.0539
Estonia,EST,2006,0.0763
Estonia,EST,2007,0.091
Estonia,EST,2008,0.133
Estonia,EST,2009,0.195
Estonia,EST,2010,0.27699999999999997
Estonia,EST,2011,0.368
Estonia,EST,2012,0.434
Estonia,EST,2013,0.529
Estonia,EST,2014,0.604
Estonia,EST,2015,0.7151
Estonia,EST,2016,0.594
Estonia,EST,2017,0.723
Estonia,EST,2018,0.636
Estonia,EST,2019,0.67755318160706
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.003
Europe,,1979,0.006
Europe,,1980,0.0105
Europe,,1981,0.0105
Europe,,1982,0.0185
Europe,,1983,0.0301
Europe,,1984,0.0382
Europe,,1985,0.0574
Europe,,1986,0.1336
Europe,,1987,0.1908
Europe,,1988,0.3297
Europe,,1989,0.5154
Europe,,1990,0.7794604148888891
Europe,,1991,0.9800279878383841
Europe,,1992,1.53504807975758
Europe,,1993,2.28482609212121
Europe,,1994,2.9792357028282797
Europe,,1995,3.86302920121212
Europe,,1996,4.82858524525253
Europe,,1997,7.295492955555559
Europe,,1998,11.176479135151501
Europe,,1999,14.2443217667677
Europe,,2000,22.454714202828303
Europe,,2001,26.9342866553535
Europe,,2002,36.4259493147475
Europe,,2003,44.5311522856566
Europe,,2004,59.296786859596004
Europe,,2005,71.0967493651913
Europe,,2006,83.16413987836481
Europe,,2007,105.71319376702101
Europe,,2008,121.35390149753599
Europe,,2009,135.38322861318701
Europe,,2010,153.443496864176
Europe,,2011,186.657403230905
Europe,,2012,214.837420064032
Europe,,2013,248.093911753321
Europe,,2014,264.813830959906
Europe,,2015,318.806956873139
Europe,,2016,322.924441620165
Europe,,2017,383.934491784488
Europe,,2018,402.775106904172
Europe,,2019,461.587610396338
Europe (other),,1965,0
Europe (other),,1966,0
Europe (other),,1967,0
Europe (other),,1968,0
Europe (other),,1969,0
Europe (other),,1970,0
Europe (other),,1971,0
Europe (other),,1972,0
Europe (other),,1973,0
Europe (other),,1974,0
Europe (other),,1975,0
Europe (other),,1976,0
Europe (other),,1977,0
Europe (other),,1978,0
Europe (other),,1979,0
Europe (other),,1980,0
Europe (other),,1981,0
Europe (other),,1982,0
Europe (other),,1983,0
Europe (other),,1984,0
Europe (other),,1985,0
Europe (other),,1986,0
Europe (other),,1987,0
Europe (other),,1988,0
Europe (other),,1989,0
Europe (other),,1990,0
Europe (other),,1991,0
Europe (other),,1992,0
Europe (other),,1993,0.000427272727272727
Europe (other),,1994,0.000611111111111111
Europe (other),,1995,0.0005757575757575759
Europe (other),,1996,0.000585858585858586
Europe (other),,1997,0.000555555555555556
Europe (other),,1998,0.0005515151515151519
Europe (other),,1999,0.000567676767676768
Europe (other),,2000,0.000528282828282828
Europe (other),,2001,0.000509090909090909
Europe (other),,2002,0.000558585858585859
Europe (other),,2003,0.00302323232323232
Europe (other),,2004,0.00758484848484849
Europe (other),,2005,0.0114464646464646
Europe (other),,2006,0.0161393939393939
Europe (other),,2007,0.0169282828282828
Europe (other),,2008,0.014110101010101002
Europe (other),,2009,0.0161666666666667
Europe (other),,2010,0.0157313131313131
Europe (other),,2011,0.0156828282828283
Europe (other),,2012,0.0119060606060606
Europe (other),,2013,0.0238757575757576
Europe (other),,2014,0.0370264646464646
Europe (other),,2015,0.0585746262626263
Europe (other),,2016,0.0896171512384115
Europe (other),,2017,0.29373458188441803
Europe (other),,2018,0.6273333758787879
Europe (other),,2019,1.4976929055848203
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0
Finland,FIN,1991,0.0006
Finland,FIN,1992,0.0024
Finland,FIN,1993,0.0044
Finland,FIN,1994,0.0072
Finland,FIN,1995,0.0108
Finland,FIN,1996,0.011000000000000001
Finland,FIN,1997,0.0166
Finland,FIN,1998,0.023
Finland,FIN,1999,0.049
Finland,FIN,2000,0.0766
Finland,FIN,2001,0.0696
Finland,FIN,2002,0.063
Finland,FIN,2003,0.0919
Finland,FIN,2004,0.1203
Finland,FIN,2005,0.1683
Finland,FIN,2006,0.1527
Finland,FIN,2007,0.1884
Finland,FIN,2008,0.2605
Finland,FIN,2009,0.2766
Finland,FIN,2010,0.2943
Finland,FIN,2011,0.4814
Finland,FIN,2012,0.4943
Finland,FIN,2013,0.7737
Finland,FIN,2014,1.1072
Finland,FIN,2015,2.3274
Finland,FIN,2016,3.068
Finland,FIN,2017,4.7952
Finland,FIN,2018,5.8387
Finland,FIN,2019,5.9854
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0.00027152599999999996
France,FRA,1991,0.000489604
France,FRA,1992,0.000489604
France,FRA,1993,0.00240218
France,FRA,1994,0.004704
France,FRA,1995,0.0047142
France,FRA,1996,0.0074302
France,FRA,1997,0.011128399999999998
France,FRA,1998,0.0194972
France,FRA,1999,0.03694443
France,FRA,2000,0.048
France,FRA,2001,0.131
France,FRA,2002,0.265
France,FRA,2003,0.38799999999999996
France,FRA,2004,0.595
France,FRA,2005,0.9620000000000001
France,FRA,2006,2.182
France,FRA,2007,4.07
France,FRA,2008,5.694
France,FRA,2009,7.912000000000001
France,FRA,2010,9.945
France,FRA,2011,12.052
France,FRA,2012,14.913
France,FRA,2013,16.033
France,FRA,2014,17.249000000000002
France,FRA,2015,21.249000000000002
France,FRA,2016,21.4
France,FRA,2017,24.317163483057197
France,FRA,2018,28.0847112020202
France,FRA,2019,34.4801427777778
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0.001
Germany,DEU,1987,0.002
Germany,DEU,1988,0.008
Germany,DEU,1989,0.026000000000000002
Germany,DEU,1990,0.071
Germany,DEU,1991,0.1
Germany,DEU,1992,0.275
Germany,DEU,1993,0.6
Germany,DEU,1994,0.909
Germany,DEU,1995,1.5
Germany,DEU,1996,2.032
Germany,DEU,1997,2.966
Germany,DEU,1998,4.489
Germany,DEU,1999,5.528
Germany,DEU,2000,9.513
Germany,DEU,2001,10.509
Germany,DEU,2002,15.786
Germany,DEU,2003,18.713
Germany,DEU,2004,25.509
Germany,DEU,2005,27.229
Germany,DEU,2006,30.71
Germany,DEU,2007,39.713
Germany,DEU,2008,40.574
Germany,DEU,2009,38.648
Germany,DEU,2010,38.547
Germany,DEU,2011,49.857
Germany,DEU,2012,51.68
Germany,DEU,2013,52.736999999999995
Germany,DEU,2014,58.497
Germany,DEU,2015,80.624
Germany,DEU,2016,79.92399999999999
Germany,DEU,2017,105.693
Germany,DEU,2018,109.95100000000001
Germany,DEU,2019,125.975
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0.001
Greece,GRC,1988,0.001
Greece,GRC,1989,0.001
Greece,GRC,1990,0.002
Greece,GRC,1991,0.002
Greece,GRC,1992,0.008
Greece,GRC,1993,0.047
Greece,GRC,1994,0.037000000000000005
Greece,GRC,1995,0.034
Greece,GRC,1996,0.036000000000000004
Greece,GRC,1997,0.037000000000000005
Greece,GRC,1998,0.073
Greece,GRC,1999,0.162
Greece,GRC,2000,0.451
Greece,GRC,2001,0.7559999999999999
Greece,GRC,2002,0.6509999999999999
Greece,GRC,2003,1.021
Greece,GRC,2004,1.121
Greece,GRC,2005,1.266
Greece,GRC,2006,1.699
Greece,GRC,2007,1.818
Greece,GRC,2008,2.242
Greece,GRC,2009,2.543
Greece,GRC,2010,2.714
Greece,GRC,2011,3.315
Greece,GRC,2012,3.85
Greece,GRC,2013,4.138999999999999
Greece,GRC,2014,3.6889999999999996
Greece,GRC,2015,4.621
Greece,GRC,2016,5.146
Greece,GRC,2017,5.536987
Greece,GRC,2018,6.300259
Greece,GRC,2019,7.27832922789937
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.0006940000000000001
Hong Kong,HKG,2007,0.000865
Hong Kong,HKG,2008,0.000807
Hong Kong,HKG,2009,0.001099
Hong Kong,HKG,2010,0.001041
Hong Kong,HKG,2011,0.000868
Hong Kong,HKG,2012,0.001053
Hong Kong,HKG,2013,0.0008359999999999999
Hong Kong,HKG,2014,0.0009
Hong Kong,HKG,2015,0.000811
Hong Kong,HKG,2016,0.000492
Hong Kong,HKG,2017,0.0019
Hong Kong,HKG,2018,0.00180116772823779
Hong Kong,HKG,2019,0.00173964968152866
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.001
Hungary,HUN,2002,0.001
Hungary,HUN,2003,0.004
Hungary,HUN,2004,0.006
Hungary,HUN,2005,0.01
Hungary,HUN,2006,0.043
Hungary,HUN,2007,0.11
Hungary,HUN,2008,0.205
Hungary,HUN,2009,0.331
Hungary,HUN,2010,0.527
Hungary,HUN,2011,0.626
Hungary,HUN,2012,0.771181
Hungary,HUN,2013,0.717905
Hungary,HUN,2014,0.65654
Hungary,HUN,2015,0.693
Hungary,HUN,2016,0.684
Hungary,HUN,2017,0.758
Hungary,HUN,2018,0.607
Hungary,HUN,2019,0.726
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0.000007936
Iceland,ISL,2012,0
Iceland,ISL,2013,0.005484748
